component_fun,setting,model,video,acc
FastICA,default,SpectralClustering,170101,0.7317073170731707
FastICA,default,SpectralClustering,170103,0.75
FastICA,default,SpectralClustering,170104,0.5079365079365079
FastICA,default,SpectralClustering,170108,0.5238095238095238
FastICA,default,SpectralClustering,170110,0.8412698412698413
IncrementalPCA,default,AgglomerativeClustering,16090101,0.9411764705882352
IncrementalPCA,default,AgglomerativeClustering,16090401,1.0
IncrementalPCA,default,AgglomerativeClustering,16090601,1.0
IncrementalPCA,default,AgglomerativeClustering,16091201,0.9444444444444444
IncrementalPCA,default,AgglomerativeClustering,16091301,0.75
IncrementalPCA,default,AgglomerativeClustering,16092001,0.9523809523809524
IncrementalPCA,default,AgglomerativeClustering,16092201,0.5344827586206896
IncrementalPCA,default,AgglomerativeClustering,16092301,0.6101694915254237
IncrementalPCA,default,AgglomerativeClustering,16092501,0.9054054054054054
IncrementalPCA,default,AgglomerativeClustering,16092701,0.6388888888888888
IncrementalPCA,default,AgglomerativeClustering,16092801,1.0
IncrementalPCA,default,AgglomerativeClustering,16093001,0.7903225806451613
IncrementalPCA,default,AgglomerativeClustering,16093201,0.8780487804878049
IncrementalPCA,default,AgglomerativeClustering,16093301,1.0
IncrementalPCA,default,AgglomerativeClustering,16093501,0.9454545454545454
IncrementalPCA,default,AgglomerativeClustering,16093601,0.56
IncrementalPCA,default,AgglomerativeClustering,16093801,0.9154929577464788
IncrementalPCA,default,AgglomerativeClustering,170101,0.7317073170731707
IncrementalPCA,default,AgglomerativeClustering,170103,0.7142857142857143
IncrementalPCA,default,AgglomerativeClustering,170104,0.6507936507936508
IncrementalPCA,default,AgglomerativeClustering,170108,1.0
IncrementalPCA,default,AgglomerativeClustering,170110,0.8253968253968254
IncrementalPCA,default,Birch,16090101,0.9411764705882352
IncrementalPCA,default,Birch,16090401,1.0
IncrementalPCA,default,Birch,16090601,1.0
IncrementalPCA,default,Birch,16091201,0.9444444444444444
IncrementalPCA,default,Birch,16091301,0.75
IncrementalPCA,default,Birch,16092001,0.9523809523809524
IncrementalPCA,default,Birch,16092201,0.5344827586206896
IncrementalPCA,default,Birch,16092301,0.6101694915254237
IncrementalPCA,default,Birch,16092501,0.9054054054054054
IncrementalPCA,default,Birch,16092701,0.6388888888888888
IncrementalPCA,default,Birch,16092801,1.0
IncrementalPCA,default,Birch,16093001,0.7903225806451613
IncrementalPCA,default,Birch,16093201,0.8780487804878049
IncrementalPCA,default,Birch,16093301,1.0
IncrementalPCA,default,Birch,16093501,0.9454545454545454
IncrementalPCA,default,Birch,16093601,0.56
IncrementalPCA,default,Birch,16093801,0.9154929577464788
IncrementalPCA,default,Birch,170101,0.7317073170731707
IncrementalPCA,default,Birch,170103,0.7142857142857143
IncrementalPCA,default,Birch,170104,0.6507936507936508
IncrementalPCA,default,Birch,170108,1.0
IncrementalPCA,default,Birch,170110,0.8253968253968254
IncrementalPCA,default,KMeans,16090101,0.9705882352941176
IncrementalPCA,default,KMeans,16090401,1.0
IncrementalPCA,default,KMeans,16090601,0.9767441860465116
IncrementalPCA,default,KMeans,16091201,0.9166666666666666
IncrementalPCA,default,KMeans,16091301,0.75
IncrementalPCA,default,KMeans,16092001,0.9682539682539684
IncrementalPCA,default,KMeans,16092201,0.5
IncrementalPCA,default,KMeans,16092301,0.711864406779661
IncrementalPCA,default,KMeans,16092501,0.8108108108108107
IncrementalPCA,default,KMeans,16092701,0.5555555555555556
IncrementalPCA,default,KMeans,16092801,1.0
IncrementalPCA,default,KMeans,16093001,0.7903225806451613
IncrementalPCA,default,KMeans,16093201,0.8780487804878049
IncrementalPCA,default,KMeans,16093301,1.0
IncrementalPCA,default,KMeans,16093501,0.9090909090909092
IncrementalPCA,default,KMeans,16093601,0.6
IncrementalPCA,default,KMeans,16093801,0.943661971830986
IncrementalPCA,default,KMeans,170101,0.7560975609756098
IncrementalPCA,default,KMeans,170103,0.7142857142857143
IncrementalPCA,default,KMeans,170104,0.7142857142857143
IncrementalPCA,default,KMeans,170108,1.0
IncrementalPCA,default,KMeans,170110,0.873015873015873
IncrementalPCA,default,MiniBatchKMeans,16090101,0.9705882352941176
IncrementalPCA,default,MiniBatchKMeans,16090401,1.0
IncrementalPCA,default,MiniBatchKMeans,16090601,0.9767441860465116
IncrementalPCA,default,MiniBatchKMeans,16091201,0.9166666666666666
IncrementalPCA,default,MiniBatchKMeans,16091301,0.75
IncrementalPCA,default,MiniBatchKMeans,16092001,0.8253968253968254
IncrementalPCA,default,MiniBatchKMeans,16092201,0.5172413793103449
IncrementalPCA,default,MiniBatchKMeans,16092301,0.6949152542372881
IncrementalPCA,default,MiniBatchKMeans,16092501,0.8513513513513513
IncrementalPCA,default,MiniBatchKMeans,16092701,0.6111111111111112
IncrementalPCA,default,MiniBatchKMeans,16092801,1.0
IncrementalPCA,default,MiniBatchKMeans,16093001,0.7903225806451613
IncrementalPCA,default,MiniBatchKMeans,16093201,0.5121951219512195
IncrementalPCA,default,MiniBatchKMeans,16093301,0.945945945945946
IncrementalPCA,default,MiniBatchKMeans,16093501,0.9090909090909092
IncrementalPCA,default,MiniBatchKMeans,16093601,0.64
IncrementalPCA,default,MiniBatchKMeans,16093801,0.9577464788732394
IncrementalPCA,default,MiniBatchKMeans,170101,0.7560975609756098
IncrementalPCA,default,MiniBatchKMeans,170103,0.7142857142857143
IncrementalPCA,default,MiniBatchKMeans,170104,0.7142857142857143
IncrementalPCA,default,MiniBatchKMeans,170108,1.0
IncrementalPCA,default,MiniBatchKMeans,170110,0.873015873015873
IncrementalPCA,default,SpectralClustering,16090101,0.7058823529411765
IncrementalPCA,default,SpectralClustering,16090401,1.0
IncrementalPCA,default,SpectralClustering,16090601,0.5581395348837209
IncrementalPCA,default,SpectralClustering,16091201,0.7777777777777778
IncrementalPCA,default,SpectralClustering,16091301,0.7272727272727273
IncrementalPCA,default,SpectralClustering,16092001,0.6984126984126984
IncrementalPCA,default,SpectralClustering,16092201,0.6896551724137931
IncrementalPCA,default,SpectralClustering,16092301,0.8305084745762712
IncrementalPCA,default,SpectralClustering,16092501,0.7837837837837838
IncrementalPCA,default,SpectralClustering,16092701,0.8611111111111112
IncrementalPCA,default,SpectralClustering,16092801,0.92
IncrementalPCA,default,SpectralClustering,16093001,0.5967741935483871
IncrementalPCA,default,SpectralClustering,16093201,0.6829268292682927
IncrementalPCA,default,SpectralClustering,16093301,0.6756756756756757
IncrementalPCA,default,SpectralClustering,16093501,0.6181818181818182
IncrementalPCA,default,SpectralClustering,16093601,0.56
IncrementalPCA,default,SpectralClustering,16093801,0.8309859154929577
IncrementalPCA,default,SpectralClustering,170101,0.5365853658536586
IncrementalPCA,default,SpectralClustering,170103,0.7142857142857143
IncrementalPCA,default,SpectralClustering,170104,0.7142857142857143
IncrementalPCA,default,SpectralClustering,170108,1.0
IncrementalPCA,default,SpectralClustering,170110,0.6031746031746033
PCA,default,AgglomerativeClustering,16090101,0.9411764705882352
PCA,default,AgglomerativeClustering,16090401,1.0
PCA,default,AgglomerativeClustering,16090601,1.0
PCA,default,AgglomerativeClustering,16091201,0.9444444444444444
PCA,default,AgglomerativeClustering,16091301,0.75
PCA,default,AgglomerativeClustering,16092001,0.9523809523809524
PCA,default,AgglomerativeClustering,16092201,0.5344827586206896
PCA,default,AgglomerativeClustering,16092301,0.6101694915254237
PCA,default,AgglomerativeClustering,16092501,0.9054054054054054
PCA,default,AgglomerativeClustering,16092701,0.6388888888888888
PCA,default,AgglomerativeClustering,16092801,1.0
PCA,default,AgglomerativeClustering,16093001,0.7903225806451613
PCA,default,AgglomerativeClustering,16093201,0.8780487804878049
PCA,default,AgglomerativeClustering,16093301,0.7297297297297297
PCA,default,AgglomerativeClustering,16093501,0.9454545454545454
PCA,default,AgglomerativeClustering,16093601,0.56
PCA,default,AgglomerativeClustering,16093801,0.9154929577464788
PCA,default,AgglomerativeClustering,170101,0.7317073170731707
PCA,default,AgglomerativeClustering,170103,0.7142857142857143
PCA,default,AgglomerativeClustering,170104,0.6507936507936508
PCA,default,AgglomerativeClustering,170108,1.0
PCA,default,AgglomerativeClustering,170110,0.8253968253968254
PCA,default,Birch,16090101,0.9411764705882352
PCA,default,Birch,16090401,1.0
PCA,default,Birch,16090601,1.0
PCA,default,Birch,16091201,0.9444444444444444
PCA,default,Birch,16091301,0.75
PCA,default,Birch,16092001,0.9523809523809524
PCA,default,Birch,16092201,0.5344827586206896
PCA,default,Birch,16092301,0.6101694915254237
PCA,default,Birch,16092501,0.9054054054054054
PCA,default,Birch,16092701,0.6388888888888888
PCA,default,Birch,16092801,1.0
PCA,default,Birch,16093001,0.7903225806451613
PCA,default,Birch,16093201,0.8780487804878049
PCA,default,Birch,16093301,1.0
PCA,default,Birch,16093501,0.9454545454545454
PCA,default,Birch,16093601,0.56
PCA,default,Birch,16093801,0.9154929577464788
PCA,default,Birch,170101,0.7317073170731707
PCA,default,Birch,170103,0.7142857142857143
PCA,default,Birch,170104,0.6507936507936508
PCA,default,Birch,170108,1.0
PCA,default,Birch,170110,0.8253968253968254
PCA,default,KMeans,16090101,0.9705882352941176
PCA,default,KMeans,16090401,1.0
PCA,default,KMeans,16090601,0.9767441860465116
PCA,default,KMeans,16091201,0.9166666666666666
PCA,default,KMeans,16091301,0.75
PCA,default,KMeans,16092001,0.9682539682539684
PCA,default,KMeans,16092201,0.5
PCA,default,KMeans,16092301,0.6949152542372882
PCA,default,KMeans,16092501,0.8108108108108109
PCA,default,KMeans,16092701,0.5555555555555556
PCA,default,KMeans,16092801,1.0
PCA,default,KMeans,16093001,0.7903225806451613
PCA,default,KMeans,16093201,0.8780487804878049
PCA,default,KMeans,16093301,1.0
PCA,default,KMeans,16093501,0.9090909090909092
PCA,default,KMeans,16093601,0.6
PCA,default,KMeans,16093801,0.943661971830986
PCA,default,KMeans,170101,0.7560975609756098
PCA,default,KMeans,170103,0.7142857142857143
PCA,default,KMeans,170104,0.7142857142857143
PCA,default,KMeans,170108,1.0
PCA,default,KMeans,170110,0.873015873015873
PCA,default,MiniBatchKMeans,16090101,0.9705882352941176
PCA,default,MiniBatchKMeans,16090401,1.0
PCA,default,MiniBatchKMeans,16090601,0.9767441860465116
PCA,default,MiniBatchKMeans,16091201,0.9166666666666666
PCA,default,MiniBatchKMeans,16091301,0.7272727272727273
PCA,default,MiniBatchKMeans,16092001,0.9365079365079364
PCA,default,MiniBatchKMeans,16092201,0.5172413793103448
PCA,default,MiniBatchKMeans,16092301,0.6949152542372882
PCA,default,MiniBatchKMeans,16092501,0.8513513513513513
PCA,default,MiniBatchKMeans,16092701,0.5833333333333334
PCA,default,MiniBatchKMeans,16092801,0.56
PCA,default,MiniBatchKMeans,16093001,0.7903225806451613
PCA,default,MiniBatchKMeans,16093201,0.5609756097560976
PCA,default,MiniBatchKMeans,16093301,0.8378378378378378
PCA,default,MiniBatchKMeans,16093501,0.9090909090909092
PCA,default,MiniBatchKMeans,16093601,0.6
PCA,default,MiniBatchKMeans,16093801,0.943661971830986
PCA,default,MiniBatchKMeans,170101,0.7560975609756098
PCA,default,MiniBatchKMeans,170103,0.7142857142857143
PCA,default,MiniBatchKMeans,170104,0.7619047619047619
PCA,default,MiniBatchKMeans,170108,1.0
PCA,default,MiniBatchKMeans,170110,0.873015873015873
PCA,default,SpectralClustering,16090101,0.7058823529411765
PCA,default,SpectralClustering,16090401,1.0
PCA,default,SpectralClustering,16090601,0.5581395348837209
PCA,default,SpectralClustering,16091201,0.7777777777777778
PCA,default,SpectralClustering,16091301,0.7272727272727273
PCA,default,SpectralClustering,16092001,0.6825396825396826
PCA,default,SpectralClustering,16092201,0.6896551724137931
PCA,default,SpectralClustering,16092301,0.8305084745762712
PCA,default,SpectralClustering,16092501,0.7837837837837838
PCA,default,SpectralClustering,16092701,0.8611111111111112
PCA,default,SpectralClustering,16092801,1.0
PCA,default,SpectralClustering,16093001,0.5967741935483871
PCA,default,SpectralClustering,16093201,0.6829268292682927
PCA,default,SpectralClustering,16093301,0.6756756756756757
PCA,default,SpectralClustering,16093501,0.6
PCA,default,SpectralClustering,16093601,0.56
PCA,default,SpectralClustering,16093801,0.8309859154929577
PCA,default,SpectralClustering,170101,0.5365853658536586
PCA,default,SpectralClustering,170103,0.7142857142857143
PCA,default,SpectralClustering,170104,0.7142857142857143
PCA,default,SpectralClustering,170108,0.7619047619047619
PCA,default,SpectralClustering,170110,0.6031746031746033
TruncatedSVD,default,AgglomerativeClustering,16090101,0.9411764705882352
TruncatedSVD,default,AgglomerativeClustering,16090401,1.0
TruncatedSVD,default,AgglomerativeClustering,16090601,1.0
TruncatedSVD,default,AgglomerativeClustering,16091201,0.9444444444444444
TruncatedSVD,default,AgglomerativeClustering,16091301,0.75
TruncatedSVD,default,AgglomerativeClustering,16092001,0.9523809523809524
TruncatedSVD,default,AgglomerativeClustering,16092201,0.5344827586206896
TruncatedSVD,default,AgglomerativeClustering,16092301,0.6101694915254237
TruncatedSVD,default,AgglomerativeClustering,16092501,0.9054054054054054
TruncatedSVD,default,AgglomerativeClustering,16092701,0.5277777777777778
TruncatedSVD,default,AgglomerativeClustering,16092801,1.0
TruncatedSVD,default,AgglomerativeClustering,16093001,0.7903225806451613
TruncatedSVD,default,AgglomerativeClustering,16093201,0.8780487804878049
TruncatedSVD,default,AgglomerativeClustering,16093301,0.7297297297297297
TruncatedSVD,default,AgglomerativeClustering,16093501,0.9454545454545454
TruncatedSVD,default,AgglomerativeClustering,16093601,0.56
TruncatedSVD,default,AgglomerativeClustering,16093801,0.9154929577464788
TruncatedSVD,default,AgglomerativeClustering,170101,0.7317073170731707
TruncatedSVD,default,AgglomerativeClustering,170103,0.7142857142857143
TruncatedSVD,default,AgglomerativeClustering,170104,0.6507936507936508
TruncatedSVD,default,AgglomerativeClustering,170108,1.0
TruncatedSVD,default,AgglomerativeClustering,170110,0.8253968253968254
TruncatedSVD,default,Birch,16090101,0.9411764705882352
TruncatedSVD,default,Birch,16090401,1.0
TruncatedSVD,default,Birch,16090601,1.0
TruncatedSVD,default,Birch,16091201,0.9444444444444444
TruncatedSVD,default,Birch,16091301,0.75
TruncatedSVD,default,Birch,16092001,0.9523809523809524
TruncatedSVD,default,Birch,16092201,0.5344827586206896
TruncatedSVD,default,Birch,16092301,0.6101694915254237
TruncatedSVD,default,Birch,16092501,0.9054054054054054
TruncatedSVD,default,Birch,16092701,0.5277777777777778
TruncatedSVD,default,Birch,16092801,1.0
TruncatedSVD,default,Birch,16093001,0.7903225806451613
TruncatedSVD,default,Birch,16093201,0.8780487804878049
TruncatedSVD,default,Birch,16093301,1.0
TruncatedSVD,default,Birch,16093501,0.9454545454545454
TruncatedSVD,default,Birch,16093601,0.56
TruncatedSVD,default,Birch,16093801,0.9154929577464788
TruncatedSVD,default,Birch,170101,0.7317073170731707
TruncatedSVD,default,Birch,170103,0.7142857142857143
TruncatedSVD,default,Birch,170104,0.6507936507936508
TruncatedSVD,default,Birch,170108,1.0
TruncatedSVD,default,Birch,170110,0.8253968253968254
TruncatedSVD,default,KMeans,16090101,0.9705882352941176
TruncatedSVD,default,KMeans,16090401,1.0
TruncatedSVD,default,KMeans,16090601,0.9767441860465116
TruncatedSVD,default,KMeans,16091201,0.9166666666666666
TruncatedSVD,default,KMeans,16091301,0.75
TruncatedSVD,default,KMeans,16092001,0.9682539682539684
TruncatedSVD,default,KMeans,16092201,0.5
TruncatedSVD,default,KMeans,16092301,0.6949152542372882
TruncatedSVD,default,KMeans,16092501,0.8108108108108107
TruncatedSVD,default,KMeans,16092701,0.5555555555555556
TruncatedSVD,default,KMeans,16092801,1.0
TruncatedSVD,default,KMeans,16093001,0.7903225806451613
TruncatedSVD,default,KMeans,16093201,0.8780487804878049
TruncatedSVD,default,KMeans,16093301,1.0
TruncatedSVD,default,KMeans,16093501,0.9090909090909092
TruncatedSVD,default,KMeans,16093601,0.6
TruncatedSVD,default,KMeans,16093801,0.943661971830986
TruncatedSVD,default,KMeans,170101,0.7560975609756098
TruncatedSVD,default,KMeans,170103,0.7142857142857143
TruncatedSVD,default,KMeans,170104,0.7142857142857143
TruncatedSVD,default,KMeans,170108,1.0
TruncatedSVD,default,KMeans,170110,0.873015873015873
TruncatedSVD,default,MiniBatchKMeans,16090101,0.9705882352941176
TruncatedSVD,default,MiniBatchKMeans,16090401,1.0
TruncatedSVD,default,MiniBatchKMeans,16090601,0.9767441860465116
TruncatedSVD,default,MiniBatchKMeans,16091201,0.9166666666666666
TruncatedSVD,default,MiniBatchKMeans,16091301,0.7272727272727273
TruncatedSVD,default,MiniBatchKMeans,16092001,0.9682539682539684
TruncatedSVD,default,MiniBatchKMeans,16092201,0.5172413793103449
TruncatedSVD,default,MiniBatchKMeans,16092301,0.7627118644067796
TruncatedSVD,default,MiniBatchKMeans,16092501,0.8108108108108107
TruncatedSVD,default,MiniBatchKMeans,16092701,0.5555555555555556
TruncatedSVD,default,MiniBatchKMeans,16092801,1.0
TruncatedSVD,default,MiniBatchKMeans,16093001,0.7903225806451613
TruncatedSVD,default,MiniBatchKMeans,16093201,0.8780487804878049
TruncatedSVD,default,MiniBatchKMeans,16093301,1.0
TruncatedSVD,default,MiniBatchKMeans,16093501,0.9090909090909092
TruncatedSVD,default,MiniBatchKMeans,16093601,0.6
TruncatedSVD,default,MiniBatchKMeans,16093801,0.9295774647887324
TruncatedSVD,default,MiniBatchKMeans,170101,0.7560975609756098
TruncatedSVD,default,MiniBatchKMeans,170103,0.7142857142857143
TruncatedSVD,default,MiniBatchKMeans,170104,0.7619047619047619
TruncatedSVD,default,MiniBatchKMeans,170108,1.0
TruncatedSVD,default,MiniBatchKMeans,170110,0.8412698412698413
TruncatedSVD,default,SpectralClustering,16090101,0.7058823529411765
TruncatedSVD,default,SpectralClustering,16090401,1.0
TruncatedSVD,default,SpectralClustering,16090601,0.5581395348837209
TruncatedSVD,default,SpectralClustering,16091201,0.7777777777777778
TruncatedSVD,default,SpectralClustering,16091301,0.8636363636363636
TruncatedSVD,default,SpectralClustering,16092001,0.6825396825396826
TruncatedSVD,default,SpectralClustering,16092201,0.6896551724137931
TruncatedSVD,default,SpectralClustering,16092301,0.8305084745762712
TruncatedSVD,default,SpectralClustering,16092501,0.7837837837837838
TruncatedSVD,default,SpectralClustering,16092701,0.8611111111111112
TruncatedSVD,default,SpectralClustering,16092801,1.0
TruncatedSVD,default,SpectralClustering,16093001,0.5967741935483871
TruncatedSVD,default,SpectralClustering,16093201,0.6829268292682927
TruncatedSVD,default,SpectralClustering,16093301,0.6756756756756757
TruncatedSVD,default,SpectralClustering,16093501,0.6181818181818182
TruncatedSVD,default,SpectralClustering,16093601,0.56
TruncatedSVD,default,SpectralClustering,16093801,0.8309859154929577
TruncatedSVD,default,SpectralClustering,170101,0.5365853658536586
TruncatedSVD,default,SpectralClustering,170103,0.5357142857142857
TruncatedSVD,default,SpectralClustering,170104,0.7142857142857143
TruncatedSVD,default,SpectralClustering,170108,1.0
TruncatedSVD,default,SpectralClustering,170110,0.6031746031746033